#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2015-03-13 23:47:02
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2015-03-13 23:47:01 W3SVC3464 GET / - - 185.58.207.63 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64;+rv:23.0)+Gecko/20100101+Firefox/23.0 - - KSMITI.com 200 0 0 19235 141 1126
2015-03-14 16:53:10 W3SVC3464 GET /logo/logo.png - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 29613 446 1080
2015-03-14 16:53:11 W3SVC3464 GET /jquery-1.2.6.min.js - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 56038 570 1299
2015-03-14 16:53:12 W3SVC3464 GET /images/bodyBg.jpg - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 4442 450 704
2015-03-14 16:53:12 W3SVC3464 GET /images/mid.jpg - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 5150 447 720
2015-03-14 16:53:12 W3SVC3464 GET /images/footerBg.jpg - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 9053 452 908
2015-03-14 16:53:12 W3SVC3464 GET /banner/5.jpg - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 65905 456 1377
2015-03-14 16:53:12 W3SVC3464 GET /banner/1.jpg - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 39848 456 1393
2015-03-14 16:53:12 W3SVC3464 GET /banner/6.jpg - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 45274 456 1471
2015-03-14 16:53:12 W3SVC3464 GET /banner/3.jpg - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 71769 456 1503
2015-03-14 16:53:12 W3SVC3464 GET /banner/2.jpg - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 84402 456 1628
2015-03-14 16:53:13 W3SVC3464 GET /banner/4.jpg - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 172930 456 1753
2015-03-14 16:56:21 W3SVC3464 GET /document.pdf - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 404 0 2 1405 732 438
2015-03-14 16:56:21 W3SVC3464 GET /favicon.ico - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - - www.ksmiti.com 404 0 2 1405 513 422
2015-03-14 16:56:25 W3SVC3464 GET /script.js - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 1531 549 422
2015-03-14 16:56:25 W3SVC3464 GET /style.css - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 2686 564 438
2015-03-14 16:56:25 W3SVC3464 GET / - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://lm.facebook.com/l.php?u=http%3A%2F%2Fwww.ksmiti.com%2F&h=DAQH8oL5j&s=1 www.ksmiti.com 200 0 0 19216 775 1080
2015-03-14 16:56:25 W3SVC3464 GET /images/bodyBg.png - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 995 450 234
2015-03-14 16:56:25 W3SVC3464 GET /images/arrow.gif - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 404 0 2 1405 449 438
2015-03-14 16:56:25 W3SVC3464 GET /banner.html - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 2529 546 454
2015-03-14 16:56:25 W3SVC3464 GET /favicon.ico - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - - www.ksmiti.com 404 0 2 1405 513 438
2015-03-14 16:56:26 W3SVC3464 GET /jquery-1.2.6.min.js - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 56038 570 1299
2015-03-14 16:56:32 W3SVC3464 GET /contact.htm - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 18508 731 1064
2015-03-14 16:56:32 W3SVC3464 GET /images/arrow.gif - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/contact.htm www.ksmiti.com 404 0 2 1405 460 407
2015-03-14 16:56:32 W3SVC3464 GET /banner.html - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/contact.htm www.ksmiti.com 304 0 0 211 669 219
2015-03-14 16:56:32 W3SVC3464 GET /favicon.ico - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - - www.ksmiti.com 404 0 2 1405 513 438
